municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
1108,Vestre Bakke og Sirdal,Vestre Bakke og Sirdal,,1800,2020
1111,Sokndal,Sokndal,norrønt,1800,2020
1111,Sokndal,Sokndal,til 1845,1800,2020
1111,Sokndal,Sokndal,til 1855,1800,2020
1111,Sokndal,Sokndal,til 1865,1800,2020
1111,Sokndal,Sokndal,til 1917,1800,2020
1112,Lund,Lund,norrønt,1800,2020
1112,Lund,Lund,til 1884,1800,2020
1113,Heskestad,Heskestad,norrønt,1800,2020
1113,Heskestad,Heskestad,til 1840,1800,2020
1114,Bjerkreim,Bjerkreim,norrønt,1800,2020
1114,Bjerkreim,Bjerkreim,1801,1800,2020
1114,Bjerkreim,Bjerkreim,til 1884,1800,2020
1114,Bjerkreim,Bjerkreim,,1800,2020
1115,Helleland,Helleland,norrønt,1800,2020
1116,Eigersund,Eigersund,norrønt,1800,2020
1116,Eigersund,Eigersund,til 1855,1800,2020
1116,Eigersund,Eigersund,til 1875,1800,2020
1116,Eigersund,Eigersund,til 1920,1800,2020
1117,Ogna,Ogna,norrønt,1800,2020
1117,Ogna,Ogna,1801,1800,2020
1117,Ogna,Ogna,1865,1800,2020
1117,Ogna,Ogna,til 1917,1800,2020
1118,Varhaug,Varhaug,1801,1800,2020
1118,Varhaug,Varhaug,,1800,2020
1119,Haa*,Haa*,norrønt,1800,2020
1119,Haa*,Haa*,til 1840,1800,2020
1119,Nærbø,Nærbø,norrønt,1800,2020
1119,Nærbø,Nærbø,mellomnorsk,1800,2020
1119,Nærbø,Nærbø,til 1832,1800,2020
1119,Hå,Hå,til 1918,1800,2020
1120,Klepp,Klepp,til 1907,1800,2020
1121,Time,Time,norrønt,1800,2020
1121,Time,Time,til 1700-tallet,1800,2020
1121,Time,Time,til 1838,1800,2020
1121,Time,Time,til 1917,1800,2020
1122,Gjestal,Gjestal,norrønt,1800,2020
1122,Gjestal,Gjestal,1801,1800,2020
1122,Gjestal,Gjestal,til 1884,1800,2020
1122,Gjestal,Gjestal,til 1917,1800,2020
1123,Høyland,Høyland,norrønt,1800,2020
1123,Høyland,Høyland,1801,1800,2020
1123,Høyland,Høyland,til 1917,1800,2020
1124,Håland*,Håland*,norrønt,1800,2020
1124,Håland*,Håland*,til 1918,1800,2020
1124,Sola,Sola,norrønt,1800,2020
1124,Sola,Sola,til 1840,1800,2020
1125,Madla,Madla,norrønt,1800,2020
1125,Madla,Madla,1801,1800,2020
1126,Hetland,Hetland,norrønt,1800,2020
1126,Hetland,Hetland,,1800,2020
1126,Hetland,Hetland,til 1922,1800,2020
1127,Randaberg,Randaberg,norrønt,1800,2020
1127,Randaberg,Randaberg,1801,1800,2020
1128,Høgsfjord,Høgsfjord,norrønt,1800,2020
1128,Høle,Høle,norrønt,1800,2020
1128,Høle,Høle,til 1842,1800,2020
1129,Forsand,Forsand,norrønt,1800,2020
1129,Forsand,Forsand,til 1917,1800,2020
1130,Strand,Strand,norrønt,1800,2020
1131,Årdal,Årdal,norrønt,1800,2020
1131,Årdal,Årdal,til 1918,1800,2020
1132,Fister,Fister,norrønt,1800,2020
1133,Hjelmeland og Fister*,Hjelmeland og Fister*,til 1850,1800,2020
1133,Hjelmeland,Hjelmeland,norrønt,1800,2020
1133,Hjelmeland,Hjelmeland,1801,1800,2020
1134,Suldal,Suldal,norrønt,1800,2020
1134,Suldal,Suldal,til 1840,1800,2020
1134,Suldal,Suldal,til 1884,1800,2020
1135,Sauda,Sauda,norrønt,1800,2020
1135,Sauda,Sauda,til 1865,1800,2020
1135,Sauda,Sauda,til 1917,1800,2020
1136,Sand,Sand,norrønt,1800,2020
1137,Erfjord,Erfjord,norrønt,1800,2020
1138,Jelsa,Jelsa,norrønt,1800,2020
1138,Jelsa,Jelsa,til 1840,1800,2020
1138,Jelsa,Jelsa,til 1884,1800,2020
1138,Jelsa,Jelsa,til 1907,1800,2020
1139,Hinderaa,Hinderaa,norrønt,1800,2020
1139,Nedstrand,Nedstrand,1801,1800,2020
1139,Nedstrand,Nedstrand,til 1840,1800,2020
1139,Nedstrand,Nedstrand,til 10.8.1881,1800,2020
1139,Nedstrand,Nedstrand,1900,1800,2020
1139,Nedstrand,Nedstrand,til 1917,1800,2020
1140,Sjernarøy,Sjernarøy,norrønt,1800,2020
1140,Sjernarøy,Sjernarøy,mellomnorsk,1800,2020
1140,Sjernarøy,Sjernarøy,1801,1800,2020
1140,Sjernarøy,Sjernarøy,til 1884,1800,2020
1140,Sjernarøy,Sjernarøy,1900,1800,2020
1140,Sjernarøy,Sjernarøy,til 1917,1800,2020
1141,Finnøy,Finnøy,norrønt,1800,2020
1141,Finnøy,Finnøy,til 1840,1800,2020
1141,Finnøy,Finnøy,til 1917,1800,2020
1142,Rennesøy,Rennesøy,norrønt,1800,2020
1142,Rennesøy,Rennesøy,,1800,2020
1142,Rennesøy,Rennesøy,til 1840,1800,2020
1142,Rennesøy,Rennesøy,til 1917,1800,2020
1143,Mosterøy,Mosterøy,norrønt,1800,2020
1143,Mosterøy,Mosterøy,til 1917,1800,2020
1144,Kvitsøy,Kvitsøy,norrønt,1800,2020
1144,Kvitsøy,Kvitsøy,1801,1800,2020
1144,Kvitsøy,Kvitsøy,til 1936,1800,2020
1145,Bokn,Bokn,norrønt,1800,2020
1145,Bokn,Bokn,1801,1800,2020
1145,Bokn,Bokn,til 1884,1800,2020
1146,Tysvær,Tysvær,norrønt,1800,2020
1147,Avaldsnæs med Kopervik*,Avaldsnæs med Kopervik*,norrønt,1800,2020
1147,Avaldsnæs med Kopervik*,Avaldsnæs med Kopervik*,1801,1800,2020
1147,Avaldsnæs med Kopervik*,Avaldsnæs med Kopervik*,til 1917,1800,2020
1147,Avaldsnes,Avaldsnes,til 1917,1800,2020
1148,Stangaland,Stangaland,,1800,2020
1148,Stangaland,Stangaland,til 6.11.1920,1800,2020
1149,Åkra,Åkra,norrønt,1800,2020
1149,Åkra,Åkra,1801,1800,2020
1149,Åkra,Åkra,til 1917,1800,2020
1149,Åkra,Åkra,1918,1800,2020
1149,Karmøy,Karmøy,norrønt,1800,2020
1149,Karmøy,Karmøy,mellomnorsk,1800,2020
1150,Skudenes,Skudenes,norrønt,1800,2020
1150,Skudenes,Skudenes,1769,1800,2020
1150,Skudenes,Skudenes,1801,1800,2020
1150,Skudenes,Skudenes,til 1884,1800,2020
1150,Skudenes,Skudenes,til 1917,1800,2020
1151,Utsira,Utsira,norrønt,1800,2020
1151,Utsira,Utsira,1801,1800,2020
1151,Utsira,Utsira,til 1935,1800,2020
1152,Torvastad,Torvastad,norrønt,1800,2020
1152,Torvastad,Torvastad,1563,1800,2020
1152,Torvastad,Torvastad,1855,1800,2020
1152,Torvastad,Torvastad,til 1917,1800,2020
1153,Skåre,Skåre,norrønt,1800,2020
1153,Skåre,Skåre,,1800,2020
1153,Skåre,Skåre,1801,1800,2020
1153,Skåre,Skåre,til 1918,1800,2020
1154,Skjold,Skjold,norrønt,1800,2020
1154,Skjold,Skjold,1801,1800,2020
1154,Vindafjord,Vindafjord,1801,1800,2020
1155,Vats,Vats,norrønt,1800,2020
1155,Vats,Vats,1801,1800,2020
1155,Vats,Vats,til 1907,1800,2020
1157,Vikedal,Vikedal,norrønt,1800,2020
1157,Vikedal,Vikedal,1801,1800,2020
1157,Vikedal,Vikedal,til 1855,1800,2020
1158,Sandeid,Sandeid,norrønt,1800,2020
1158,Sandeid,Sandeid,1801,1800,2020
1158,Sandeid,Sandeid,til 1855,1800,2020
1159,Ølen,Ølen,til 1855,1800,2020
1160,Vindafjord,Vindafjord,til 1855,1800,2020
1201,Bergen,Bergen,,1800,2020
1211,Etne,Etne,norrønt,1800,2020
1211,Etne,Etne,1769,1800,2020
1212,Skånevik,Skånevik,norrønt,1800,2020
1212,Skånevik,Skånevik,1769,1800,2020
1212,Skånevik,Skånevik,1801,1800,2020
1212,Skånevik,Skånevik,til 1865,1800,2020
1212,Skånevik,Skånevik,til 1884,1800,2020
1212,Skånevik,Skånevik,til 1918,1800,2020
1213,Fjelberg,Fjelberg,norrønt,1800,2020
1213,Fjelberg,Fjelberg,til 1801,1800,2020
1213,Fjelberg,Fjelberg,1865,1800,2020
1213,Fjelberg,Fjelberg,til 1884,1800,2020
1214,Ølen,Ølen,norrønt,1800,2020
1214,Ølen,Ølen,til 1891,1800,2020
1215,Vikebygd,Vikebygd,norrønt,1800,2020
1215,Vikebygd,Vikebygd,1801,1800,2020
1216,Sveen,Sveen,norrønt,1800,2020
1216,Sveio,Sveio,til 1.12.1911,1800,2020
1217,Valestrand,Valestrand,norrønt,1800,2020
1218,Finnaas*,Finnaas*,1801,1800,2020
1218,Finnaas*,Finnaas*,til 1884,1800,2020
1218,Moster,Moster,norrønt,1800,2020
1219,Bømlo,Bømlo,norrønt,1800,2020
1219,Bømlo,Bømlo,til 1917,1800,2020
1220,Bremnes,Bremnes,norrønt,1800,2020
1221,Stord,Stord,norrønt,1800,2020
1221,Stord,Stord,1801,1800,2020
1221,Stord,Stord,1865,1800,2020
1221,Stord,Stord,til 1884,1800,2020
1222,Fitjar,Fitjar,1801,1800,2020
1222,Fitjar,Fitjar,til 1892,1800,2020
1223,Tysnes,Tysnes,norrønt,1800,2020
1223,Tysnes,Tysnes,til 1884,1800,2020
1224,Kvinnherad,Kvinnherad,norrønt,1800,2020
1224,Kvinnherad,Kvinnherad,til 1801,1800,2020
1224,Kvinnherad,Kvinnherad,til 1884,1800,2020
1224,Kvinnherad,Kvinnherad,til 1917,1800,2020
1225,Varaldsøy,Varaldsøy,norrønt,1800,2020
1225,Varaldsøy,Varaldsøy,1801,1800,2020
1225,Varaldsøy,Varaldsøy,til 1917,1800,2020
1226,Strandebarm og Varaldsø*,Strandebarm og Varaldsø*,norrønt,1800,2020
1226,Strandebarm,Strandebarm,norrønt,1800,2020
1227,Jondal,Jondal,norrønt,1800,2020
1227,Jondal,Jondal,til 1884,1800,2020
1228,Odda,Odda,1801,1800,2020
1229,Røldal,Røldal,norrønt,1800,2020
1229,Røldal,Røldal,ca 1620,1800,2020
1230,Kinservig,Kinservig,norrønt,1800,2020
1230,Ullensvang,Ullensvang,til 1801,1800,2020
1230,Ullensvang,Ullensvang,1835,1800,2020
1230,Ullensvang,Ullensvang,1838,1800,2020
1230,Ullensvang,Ullensvang,til 1869,1800,2020
1231,Kinsarvik,Kinsarvik,til 1917,1800,2020
1231,Ullensvang,Ullensvang,norrønt,1800,2020
1232,Eidfjord,Eidfjord,norrønt,1800,2020
1232,Eidfjord,Eidfjord,1801,1800,2020
1233,Graven,Graven,norrønt,1800,2020
1233,Ulvik,Ulvik,til 1859,1800,2020
1234,Granvin,Granvin,norrønt,1800,2020
1234,Granvin,Granvin,til 1898,1800,2020
1235,Voss,Voss,norrønt,1800,2020
1235,Voss,Voss,,1800,2020
1235,Voss,Voss,1865,1800,2020
1236,Vossestrand,Vossestrand,norrønt,1800,2020
1236,Vossestrand,Vossestrand,til 1917,1800,2020
1237,Evanger,Evanger,norrønt,1800,2020
1237,Evanger,Evanger,til 1907,1800,2020
1238,Vikør,Vikør,norrønt,1800,2020
1238,Kvam,Kvam,til 1801,1800,2020
1238,Kvam,Kvam,1855,1800,2020
1238,Kvam,Kvam,til 1.12.1911,1800,2020
1239,Hålandsdal,Hålandsdal,norrønt,1800,2020
1239,Hålandsdal,Hålandsdal,til 1917,1800,2020
1239,Hålandsdal,Hålandsdal,1918,1800,2020
1240,Strandvik,Strandvik,norrønt,1800,2020
1240,Strandvik,Strandvik,1801,1800,2020
1241,Fusa,Fusa,norrønt,1800,2020
1241,Fusa,Fusa,til 1917,1800,2020
1242,Samnanger,Samnanger,norrønt,1800,2020
1243,Os,Os,norrønt,1800,2020
1243,Os,Os,1801,1800,2020
1244,Austevoll,Austevoll,norrønt,1800,2020
1244,Austevoll,Austevoll,1801,1800,2020
1244,Austevoll,Austevoll,til 1917,1800,2020
1246,Fjell,Fjell,norrønt,1800,2020
1246,Fjell,Fjell,1723,1800,2020
1246,Fjell,Fjell,1801,1800,2020
1246,Fjell,Fjell,til 1917,1800,2020
1247,Askøy,Askøy,norrønt,1800,2020
1247,Askøy,Askøy,1801,1800,2020
1247,Askøy,Askøy,til 1917,1800,2020
1248,Laksevåg,Laksevåg,norrønt,1800,2020
1248,Laksevåg,Laksevåg,til 1906,1800,2020
1248,Laksevåg,Laksevåg,til 1917,1800,2020
1249,Fana,Fana,norrønt,1800,2020
1249,Fana,Fana,1801,1800,2020
1249,Fana,Fana,til 1917,1800,2020
1250,Houg,Houg,norrønt,1800,2020
1250,Haus,Haus,til 1838,1800,2020
1250,Arna,Arna,norrønt,1800,2020
1250,Arna,Arna,til 1917,1800,2020
1251,Bruvik,Bruvik,norrønt,1800,2020
1251,Bruvik,Bruvik,1801,1800,2020
1251,Bruvik,Bruvik,til 1900,1800,2020
1251,Vaksdal,Vaksdal,norrønt,1800,2020
1252,Modalen,Modalen,norrønt,1800,2020
1253,Hosanger,Hosanger,norrønt,1800,2020
1253,Osterøy,Osterøy,norrønt,1800,2020
1254,Hammer,Hammer,norrønt,1800,2020
1254,Hamre,Hamre,til 1914,1800,2020
1255,Åsane,Åsane,norrønt,1800,2020
1255,Åsane,Åsane,til 1917,1800,2020
1255,Åsane,Åsane,1918,1800,2020
1256,Meland,Meland,norrønt,1800,2020
1256,Meland,Meland,til 1930,1800,2020
1257,Alversund,Alversund,norrønt,1800,2020
1257,Alversund,Alversund,til 1900,1800,2020
1258,Herdla,Herdla,norrønt,1800,2020
1258,Herdla,Herdla,1801,1800,2020
1258,Herdla,Herdla,til 1917,1800,2020
1259,Hjelme,Hjelme,norrønt,1800,2020
1259,Hjelme,Hjelme,til 5.11.1912,1800,2020
1259,Øygarden,Øygarden,til 5.11.1912,1800,2020
1260,Bø,Bø,norrønt,1800,2020
1260,Hordabø,Hordabø,til 13.3.1925,1800,2020
1260,Radøy,Radøy,norrønt,1800,2020
1261,Manger,Manger,norrønt,1800,2020
1262,Sæbø,Sæbø,norrønt,1800,2020
1262,Sæbø,Sæbø,1801,1800,2020
1263,Lindås,Lindås,norrønt,1800,2020
1263,Lindås,Lindås,til 1918,1800,2020
1264,Austrheim,Austrheim,norrønt,1800,2020
1264,Austrheim,Austrheim,1801,1800,2020
1265,Fedje,Fedje,norrønt,1800,2020
1265,Masfjorden,Masfjorden,norrønt,1800,2020
1266,Masfjorden,Masfjorden,norrønt,1800,2020
1280,Aarstad,Aarstad,norrønt,1800,2020
1280,Aarstad,Aarstad,1749-1865,1800,2020
1280,Aarstad,Aarstad,1855,1800,2020
1281,Dom- og Korskirkens Landdistrikt,Dom- og Korskirkens Landdistrikt,norrønt,1800,2020
1281,Dom- og Korskirkens Landdistrikt,Dom- og Korskirkens Landdistrikt,,1800,2020
1282,Eid,Eid,norrønt,1800,2020
1282,Eid,Eid,1801,1800,2020
1301,Bergen,Bergen,,1800,2020
1301,Bergen,Bergen,25.4,1800,2020
1301,Bergen,Bergen,1.1.,1800,2020
1301,Bergen,Bergen,1.7.,1800,2020
1301,Bergen,Bergen,12.8.,1800,2020
1401,Florø,Florø,,1800,2020
1401,Flora,Flora,,1800,2020
1411,Eivindvik,Eivindvik,norrønt,1800,2020
1411,Gulen,Gulen,mellomnorsk,1800,2020
1411,Gulen,Gulen,1801,1800,2020
1411,Gulen,Gulen,1855,1800,2020
1411,Gulen,Gulen,1865,1800,2020
1411,Gulen,Gulen,til 17.5.1890,1800,2020
1412,Utvær,Utvær,norrønt,1800,2020
1412,Sulen,Sulen,til 1.7.1890,1800,2020
1412,Solund,Solund,til 16.11.1923,1800,2020
1413,Hyllestad,Hyllestad,norrønt,1800,2020
1414,Brekke,Brekke,norrønt,1800,2020
1414,Brekke,Brekke,1865,1800,2020
1415,Ladvik*,Ladvik*,norrønt,1800,2020
1415,Ladvik*,Ladvik*,til 1855,1800,2020
1415,Lavik og Brekke,Lavik og Brekke,1865,1800,2020
1415,Lavik og Brekke,Lavik og Brekke,til 1884,1800,2020
1415,Lavik,Lavik,til 1884,1800,2020
1416,Kyrkjebø,Kyrkjebø,norrønt,1800,2020
1416,Kyrkjebø,Kyrkjebø,1801,1800,2020
1416,Kyrkjebø,Kyrkjebø,til 1.7.1890,1800,2020
1416,Kyrkjebø,Kyrkjebø,til 1917,1800,2020
1416,Høyanger,Høyanger,norrønt,1800,2020
1417,Vik,Vik,norrønt,1800,2020
1417,Vik,Vik,til 1801,1800,2020
1417,Vik,Vik,til 1855,1800,2020
1418,Balestrand,Balestrand,norrønt,1800,2020
1418,Balestrand,Balestrand,mellomnorsk,1800,2020
1419,Leganger,Leganger,norrønt,1800,2020
1419,Leikanger,Leikanger,til 1855,1800,2020
1419,Leikanger,Leikanger,til 1884,1800,2020
1420,Sogndal,Sogndal,norrønt,1800,2020
1420,Sogndal,Sogndal,1801,1800,2020
1421,Aurland,Aurland,norrønt,1800,2020
1421,Aurland,Aurland,1661,1800,2020
1421,Aurland,Aurland,1769,1800,2020
1421,Aurland,Aurland,1801,1800,2020
1421,Aurland,Aurland,til 1917,1800,2020
1422,Lærdal,Lærdal,norrønt,1800,2020
1422,Lærdal,Lærdal,1801,1800,2020
1422,Lærdal,Lærdal,,1800,2020
1423,Borgund,Borgund,norrønt,1800,2020
1424,Årdal,Årdal,norrønt,1800,2020
1424,Årdal,Årdal,til 1918,1800,2020
1425,Hafslo,Hafslo,norrønt,1800,2020
1425,Hafslo,Hafslo,1801,1800,2020
1426,Luster,Luster,norrønt,1800,2020
1426,Luster,Luster,til 1917,1800,2020
1427,Jostedal,Jostedal,norrønt,1800,2020
1427,Jostedal,Jostedal,1801,1800,2020
1427,Jostedal,Jostedal,til 1865,1800,2020
1427,Jostedal,Jostedal,til 1917,1800,2020
1428,Askvoll,Askvoll,norrønt,1800,2020
1428,Askvoll,Askvoll,1769,1800,2020
1428,Askvoll,Askvoll,til 1884,1800,2020
1428,Askvoll,Askvoll,til 1917,1800,2020
1428,Holmedal‡,Holmedal‡,norrønt,1800,2020
1428,Holmedal‡,Holmedal‡,mellomnorsk,1800,2020
1429,Ytre Holmedal,Ytre Holmedal,norrønt,1800,2020
1429,Fjaler,Fjaler,til 1855,1800,2020
1429,Fjaler,Fjaler,til 16.10.1911,1800,2020
1430,Indre Holmedal,Indre Holmedal,norrønt,1800,2020
1430,Gaular,Gaular,til 1855,1800,2020
1430,Gaular,Gaular,til 16.10.1911,1800,2020
1431,Jølster,Jølster,norrønt,1800,2020
1431,Jølster,Jølster,1801,1800,2020
1432,Førde,Førde,norrønt,1800,2020
1433,Naustdal,Naustdal,norrønt,1800,2020
1433,Naustdal,Naustdal,1801,1800,2020
1434,Vevring,Vevring,norrønt,1800,2020
1434,Vevring,Vevring,til 1884,1800,2020
1435,Eikefjord,Eikefjord,norrønt,1800,2020
1436,Bru,Bru,norrønt,1800,2020
1437,Kinn,Kinn,norrønt,1800,2020
1437,Kinn,Kinn,1801,1800,2020
1437,Kinn,Kinn,1865,1800,2020
1438,Bremanger,Bremanger,norrønt,1800,2020
1439,Sør-Vågsøy,Sør-Vågsøy,til 1917,1800,2020
1439,Sør-Vågsøy,Sør-Vågsøy,1918,1800,2020
1439,Vågsøy,Vågsøy,norrønt,1800,2020
1439,Vågsøy,Vågsøy,1801,1800,2020
1439,Vågsøy,Vågsøy,til 1917,1800,2020
1440,Nord-Vågsøy,Nord-Vågsøy,til 1917,1800,2020
1440,Nord-Vågsøy,Nord-Vågsøy,1918,1800,2020
1441,Selje,Selje,norrønt,1800,2020
1441,Selje,Selje,til 1840,1800,2020
1441,Selje,Selje,1865,1800,2020
1441,Selje,Selje,til 1889,1800,2020
1442,Davik,Davik,norrønt,1800,2020
1442,Davik,Davik,1801,1800,2020
1442,Davik,Davik,til 1855,1800,2020
1442,Davik,Davik,til 1917,1800,2020
1443,Eid,Eid,norrønt,1800,2020
1443,Eid,Eid,1801,1800,2020
1444,Hornindal,Hornindal,norrønt,1800,2020
1444,Hornindal,Hornindal,til 1917,1800,2020
1445,Gloppen,Gloppen,norrønt,1800,2020
1446,Breim,Breim,norrønt,1800,2020
1446,Breim,Breim,1801,1800,2020
1446,Breim,Breim,,1800,2020
1447,Innvik,Innvik,norrønt,1800,2020
1447,Innvik,Innvik,1801,1800,2020
1447,Innvik,Innvik,til 1865,1800,2020
1447,Innvik,Innvik,til 1917,1800,2020
1448,Stryn,Stryn,norrønt,1800,2020
1448,Stryn,Stryn,1801,1800,2020
1449,Stryn,Stryn,1801,1800,2020
1501,Ålesund,Ålesund,til 1826,1800,2020
1501,Ålesund,Ålesund,til 1918,1800,2020
1502,Molde,Molde,norrønt,1800,2020
1503,Kristiansund,Kristiansund,norrønt,1800,2020
1503,Kristiansund,Kristiansund,til 1742,1800,2020
1503,Kristiansund,Kristiansund,1742-1865,1800,2020
1503,Kristiansund,Kristiansund,1801,1800,2020
1503,Kristiansund,Kristiansund,til 1884,1800,2020
1504,Ålesund,Ålesund,til 1884,1800,2020
1505,Kristiansund,Kristiansund,til 1884,1800,2020
1506,Molde,Molde,til 1884,1800,2020
1507,Ålesund,Ålesund,til 1884,1800,2020
1508,Ålesund,Ålesund,til 1884,1800,2020
1511,Vanylven,Vanylven,norrønt,1800,2020
1511,Vanylven,Vanylven,1769,1800,2020
1511,Vanylven,Vanylven,til 1840,1800,2020
1511,Vanylven,Vanylven,til 1865,1800,2020
1511,Vanylven,Vanylven,til 1917,1800,2020
1512,Syvde,Syvde,norrønt,1800,2020
1512,Syvde,Syvde,til 1928,1800,2020
1513,Rovde,Rovde,norrønt,1800,2020
1513,Rovde,Rovde,1801,1800,2020
1514,Sande,Sande,norrønt,1800,2020
1514,Sande,Sande,1875,1800,2020
1515,Herøy,Herøy,norrønt,1800,2020
1515,Herøy,Herøy,1801,1800,2020
1515,Herøy,Herøy,til 1917,1800,2020
1516,Ulstein,Ulstein,norrønt,1800,2020
1516,Ulstein,Ulstein,til 1855,1800,2020
1516,Ulstein,Ulstein,1865,1800,2020
1516,Ulstein,Ulstein,til 1884,1800,2020
1517,Hareid,Hareid,norrønt,1800,2020
1517,Hareid,Hareid,1801,1800,2020
1518,Dalsfjord,Dalsfjord,norrønt,1800,2020
1519,Volda,Volda,norrønt,1800,2020
1519,Volda,Volda,til 1801,1800,2020
1519,Volda,Volda,til 1917,1800,2020
1520,Ørsta,Ørsta,norrønt,1800,2020
1520,Ørsta,Ørsta,1801,1800,2020
1520,Ørsta,Ørsta,til 1917,1800,2020
1521,Vartdal,Vartdal,norrønt,1800,2020
1521,Vartdal,Vartdal,til 1917,1800,2020
1522,Hjørundfjord,Hjørundfjord,norrønt,1800,2020
1522,Hjørundfjord,Hjørundfjord,1769,1800,2020
1522,Hjørundfjord,Hjørundfjord,1801,1800,2020
1522,Hjørundfjord,Hjørundfjord,1840,1800,2020
1522,Hjørundfjord,Hjørundfjord,1855-75,1800,2020
1522,Hjørundfjord,Hjørundfjord,1900,1800,2020
1523,Sunnylven,Sunnylven,norrønt,1800,2020
1523,Sunnylven,Sunnylven,1801,1800,2020
1523,Sunnylven,Sunnylven,til 1865,1800,2020
1523,Sunnylven,Sunnylven,til 1917,1800,2020
1523,Ørskog,Ørskog,til 1917,1800,2020
1524,Norddal,Norddal,norrønt,1800,2020
1524,Norddal,Norddal,1801,1800,2020
1524,Norddal,Norddal,til 1917,1800,2020
1525,Stranda,Stranda,norrønt,1800,2020
1525,Stranda,Stranda,til 1917,1800,2020
1526,Stordal,Stordal,norrønt,1800,2020
1526,Stordal,Stordal,til 1917,1800,2020
1527,Ørskog,Ørskog,norrønt,1800,2020
1527,Ørskog,Ørskog,til 1801,1800,2020
1527,Ørskog,Ørskog,til 1865,1800,2020
1528,Sykkylven,Sykkylven,norrønt,1800,2020
1528,Sykkylven,Sykkylven,1801,1800,2020
1528,Sykkylven,Sykkylven,til 1894,1800,2020
1528,Sykkylven,Sykkylven,til 1917,1800,2020
1528,Sykkylven,Sykkylven,til 1.10.1921,1800,2020
1529,Skodje,Skodje,norrønt,1800,2020
1529,Skodje,Skodje,til 1865,1800,2020
1530,Vatne,Vatne,norrønt,1800,2020
1530,Vatne,Vatne,1801,1800,2020
1531,Borgund,Borgund,norrønt,1800,2020
1531,Borgund,Borgund,middelalderen,1800,2020
1531,Borgund,Borgund,1801,1800,2020
1531,Borgund,Borgund,1855,1800,2020
1531,Sula,Sula,1855,1800,2020
1533,Roald,Roald,norrønt,1800,2020
1533,Vigra,Vigra,til 1917,1800,2020
1534,Haram,Haram,norrønt,1800,2020
1534,Haram,Haram,til 1875,1800,2020
1535,Vestnes,Vestnes,norrønt,1800,2020
1535,Vestnes,Vestnes,1837,1800,2020
1535,Vestnes,Vestnes,til 1900,1800,2020
1536,Sylte,Sylte,norrønt,1800,2020
1536,Tresfjord,Tresfjord,1801,1800,2020
1536,Tresfjord,Tresfjord,til 28.4.1922,1800,2020
1537,Eid og Vold*,Eid og Vold*,til 28.4.1922,1800,2020
1537,Voll,Voll,norrønt,1800,2020
1537,Voll,Voll,1801,1800,2020
1537,Voll,Voll,til 1917,1800,2020
1538,Eid,Eid,norrønt,1800,2020
1538,Eid,Eid,1801,1800,2020
1539,Grytten,Grytten,norrønt,1800,2020
1539,Grytten,Grytten,1835,1800,2020
1539,Grytten,Grytten,til 1884,1800,2020
1539,Rauma,Rauma,norrønt,1800,2020
1539,Rauma,Rauma,1801,1800,2020
1540,Hen,Hen,norrønt,1800,2020
1540,Hen,Hen,1801,1800,2020
1541,Veøy,Veøy,norrønt,1800,2020
1541,Veøy,Veøy,til 1801,1800,2020
1541,Veøy,Veøy,til 1840,1800,2020
1541,Veøy,Veøy,til 1917,1800,2020
1542,Eresfjord og Vistdal,Eresfjord og Vistdal,norrønt,1800,2020
1542,Eresfjord og Vistdal,Eresfjord og Vistdal,1801,1800,2020
1542,Eresfjord og Vistdal,Eresfjord og Vistdal,1900,1800,2020
1542,Eresfjord og Vistdal,Eresfjord og Vistdal,til 1917,1800,2020
1543,Nesset,Nesset,norrønt,1800,2020
1543,Nesset,Nesset,til 1801,1800,2020
1543,Nesset,Nesset,til 1884,1800,2020
1544,Bolsøy,Bolsøy,norrønt,1800,2020
1544,Bolsøy,Bolsøy,1769,1800,2020
1544,Bolsøy,Bolsøy,til 1840,1800,2020
1544,Bolsøy,Bolsøy,1855,1800,2020
1544,Bolsøy,Bolsøy,til 1917,1800,2020
1545,Akerø*,Akerø*,norrønt,1800,2020
1545,Akerø*,Akerø*,mellomnorsk,1800,2020
1545,Akerø*,Akerø*,til 1840,1800,2020
1545,Akerø*,Akerø*,1855,1800,2020
1545,Akerø*,Akerø*,til 1917,1800,2020
1545,Sør-Aukra,Sør-Aukra,til 1917,1800,2020
1545,Midsund,Midsund,norrønt,1800,2020
1546,Sandøy,Sandøy,norrønt,1800,2020
1546,Sandøy,Sandøy,til 1917,1800,2020
1547,Nord-Aukra,Nord-Aukra,til 1917,1800,2020
1547,Aukra,Aukra,til 1917,1800,2020
1548,Fræna,Fræna,norrønt,1800,2020
1548,Fræna,Fræna,til 1860,1800,2020
1548,Fræna,Fræna,til 1917,1800,2020
1549,Bud,Bud,norrønt,1800,2020
1549,Bud,Bud,til 1840,1800,2020
1549,Bud,Bud,til 1865,1800,2020
1550,Hustad,Hustad,norrønt,1800,2020
1551,Eide,Eide,norrønt,1800,2020
1552,Kornstad,Kornstad,norrønt,1800,2020
1553,Kvernes,Kvernes,til 1840,1800,2020
1553,Kvernes,Kvernes,1865,1800,2020
1553,Kvernes,Kvernes,til 1884,1800,2020
1554,Bremsnes,Bremsnes,norrønt,1800,2020
1554,Bremsnes,Bremsnes,til 1900,1800,2020
1554,Averøy,Averøy,norrønt,1800,2020
1555,Grip,Grip,norrønt,1800,2020
